convoid,person,dialogue
53,SDR,"Thanks. Well, when I chat with revenue leaders, a lot of them tell me that it's getting harder to convert opportunities lately. Some of them are even struggling to meet quotas because their sales teams aren't performing as well as they'd like. Are you facing any of these issues, or is your sales team closing deals like a well-oiled machine?"
53,Prospect,"Not exactly. We might not have a big sales team, but they do their job well and we're not looking to make any changes with how we do things."
53,SDR,"That's great. I guess you are one of the few revenue leaders who are hitting quotas. Since you have all your ducks in order, do you have any plans of expanding your sales team any time soon to, you know, accelerate your revenue?"
53,Prospect,"No, not at the moment."
53,SDR,"Got it. Well, would it be okay if I drop you some info on our company and how we're helping companies like yours, boost revenue so that in future, whenever you're ready to put fuel on your fire, you would know who to reach out to?"
53,Prospect,"Sure, you can send me your info if you want, but then don't start calling me every week asking if I've read your email. Okay? I get plenty of those spam calls already and don't want you to add on to that. So if I'm interested in your service, I'll reach out to you directly. Understood?"
53,SDR,"Absolutely, hundred percent. I promise I won't spam you, ever. But I hope, Justin, that when things change, you think of me first, before any one else, fair?"
53,Prospect,Alright. I got to go now. Bye.
53,SDR,No problem. Thanks for your time. You have a great day.
53,Prospect,You too. Bye.
54,SDR,"Hey, is this Justin?"
54,Prospect,Yes. Who's this?
54,SDR,"Hi Justin, this is Alicia from Remotiv. Do you have a moment to chat?"
54,Prospect,Is this a cold call?
54,SDR,"Yes, it is. Well, I wanted to talk to you because we specialize in helping companies like yours accelerate their sales through fully managed remote sales teams, and I thought it could be a good fit for your team."
54,Prospect,Where did you get my number from?
54,SDR,uh.. I got it from LinkedIn.
54,Prospect,What nonsense. My number's not listed on LinkedIn.
54,SDR,"I'm sorry, I actually got it from a third party database."
54,Prospect,I want you to get rid of my number and never call me again.
54,SDR,Alright. I’ll do that. You won’t be receiving any calls from us. You have a good one.
55,SDR,"Hey, is this Tom?"
55,Prospect,Who's this?
55,SDR,"Hi Tom, this is Mike from Operatix. How are you doing today?"
55,Prospect,I'm quite busy. Is this a sales call?
55,SDR,"Yes, it is. Well, I wanted to talk to you because we specialize in helping companies like yours with their IT, like with IT consulting, cybersecurity compliance, and training. And I thought it could be a good fit for you too."
55,Prospect,"No, It's not a good fit. IT is not a priority for us right now."
55,SDR,"Oh.. okay. Just curious, how do you manage your IT right now, is it like in-house or outsourced?"
55,Prospect,"I'm not going to tell you that. Look, I already told you I'm busy, and we don't need any IT services. Don't bother me again."
55,SDR,"Okay, no problem. Thanks for your time. Bye."
56,SDR,"Hey, is this Justin?"
56,Prospect,Yes. Who's this?
56,SDR,"Hi Justin, this is Alicia from Remotiv. Do you have a moment to chat?"
56,Prospect,"I'm actually busy working on a deadline, so no, not exactly."
56,SDR,"Well, I wanted to talk to you because we specialize in helping companies like yours accelerate their sales through fully managed remote sales teams, and I thought it could be a good fit for your team."
56,Prospect,"Whatever it is, you email it to me."
56,SDR,"Sure, and can I call you sometime later to see if you have questions."
56,Prospect,"No. If I find it useful, I'll reach out."
56,SDR,"Alright. Very quickly, can I ask you one last question before you go?"
57,Prospect,Hello
57,SDR,"Hey, Rob?"
57,Prospect,Yes
57,SDR,"Hi Rob, this is Fred calling you from Revvspark. Is this a good time to talk?"
57,Prospect,No.
57,SDR,Alright. Should I call you back later?
57,Prospect,What is this regarding?
57,SDR,So I wanted to talk to you because we actually work with companies like yours and help them revamp their marketing to generate a steady stream of inbound traffic. I was wondering if you guys are looking for ways to improve your marketing ROI?
57,Prospect,Not at the moment.
57,SDR,Okay. Quick question: How are you guys managing content creation for your social media profiles?
57,Prospect,"I can't really talk right now. I have to rush for a meeting. So whatever it is that you're offering, you can email it to me."
57,SDR,"Sure. Thank you. Just to confirm I have your email as, is that correct one?"
57,Prospect,Yeah. Bye.
58,SDR,"Hey, is this Mike?"
58,Prospect,Who's this?
58,SDR,"Hi Tom, this is John from Quantic. Did I catch you at a good time?"
58,Prospect,"No, it's not a good time. I'm about to get into a meeting."
58,SDR,"Alright, is it okay if I call you later today or tomorrow?"
58,Prospect,"Not today, but you can call me next week."
58,SDR,Sure. Would you be opposed to putting something on the calendar so I don't do you disservice and call you at the worst possible time?
58,Prospect,I really can't go over this right now. I'm in a rush. But you can probably try again on Thursday or Friday after 2 PM.
58,SDR,That works. Thanks. Have a great day.
58,Prospect,"Yeah, alright. Bye."
59,SDR,"Hi, I'm gonna be honest with you this is a cold call, uh.. so I do have something to pitch to your business. Would you like to hang up now or give me 30 seconds and then you can decide?"
59,Prospect,Not interested.
59,SDR,I was actually calling because I saw your post that you're hiring engineers. I was wondering how does your current recruitment process looks like? Do you have a way to identify most suitable profiles out of the hundred candidates who apply?
59,Prospect,"We're all set. Just take me off your list, will you?"
59,SDR,"Alright, I’ll do that. Have a good day."
60,Prospect,Hello? Can I help you?
60,SDR,"Hey, is Alex or Mark there, please?"
60,Prospect,"Yeah, this is Mark. Who is this?"
60,SDR,"Mark. How's it going, buddy? It's David here calling from RevvSpark."
60,Prospect,From where?
60,SDR,"From RevvSpark, I'm not sure if you've heard of us or not."
60,Prospect,What the hell is RevvSpark?
60,SDR,uh.. we're a marketing agency. But I wanted to get in contact with you and Alex to schedule a business meeting. I know that sounds pretty random..
